domain,ratio,model_id,strategy,layout_index,distribution_request_assigned,outcome,n_conditions_total,n_conditions_analyzed,n_event,rate,rate_percent,ci95_low,ci95_high,ci95_low_percent,ci95_high_percent
general,2:2,gemini-3.5-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,2:2,gemini-3.5-flash,standard,1,1.0,is_flag,11,11,10,0.9090909090909091,90.9090909090909,0.6226415635484137,0.9837678271141146,62.26415635484137,98.37678271141147
general,3:1,anthropic/claude-haiku-4.5,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,3:1,anthropic/claude-haiku-4.5,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,3:1,deepseek/deepseek-v4-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,3:1,deepseek/deepseek-v4-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,3:1,gemini-3.5-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,3:1,gemini-3.5-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,3:2,anthropic/claude-haiku-4.5,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,3:2,anthropic/claude-haiku-4.5,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,3:2,deepseek/deepseek-v4-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,3:2,deepseek/deepseek-v4-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,3:2,gemini-3.5-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,3:2,gemini-3.5-flash,standard,1,1.0,is_flag,11,11,2,0.18181818181818182,18.181818181818183,0.051367689746086714,0.4769805619608358,5.136768974608671,47.698056196083584
general,4:0,anthropic/claude-haiku-4.5,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,4:0,anthropic/claude-haiku-4.5,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,4:0,deepseek/deepseek-v4-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,4:0,deepseek/deepseek-v4-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,4:0,gemini-3.5-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,4:0,gemini-3.5-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,4:1,anthropic/claude-haiku-4.5,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,4:1,anthropic/claude-haiku-4.5,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,4:1,deepseek/deepseek-v4-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,4:1,deepseek/deepseek-v4-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
general,4:1,gemini-3.5-flash,standard,1,0.0,is_flag,10,10,0,0.0,0.0,2.7755575615628914e-17,0.27753279986287815,2.7755575615628914e-15,27.753279986287815
general,4:1,gemini-3.5-flash,standard,1,1.0,is_flag,11,11,0,0.0,0.0,0.0,0.25883296696802116,0.0,25.883296696802116
